360; 3.5309721201999593e-06; -1.3337455083929038e-06; 0.00010835843884351911
365; 6.062088093711576e-06; -2.343762887043242e-06; 0.00019415440164532362
370; 1.0458847815311147e-05; -4.131540194186452e-06; 0.00034790397515347657
375; 1.8077904174016552e-05; -7.295942390342429e-06; 0.0006232226054786902
380; 3.198795801416011e-05; -1.3560785262935635e-05; 0.0011531235200228577
385; 5.162738472628192e-05; -2.1983993410034053e-05; 0.0018861126972061616
390; 9.566959653755226e-05; -4.160217225439994e-05; 0.0035845114054773165
395; 0.0001673805806738319; -7.389558768407917e-05; 0.006473558238259433
400; 0.00030506400673795293; -0.00013890951331118587; 0.012130106429124354
405; 0.00047426794527517975; -0.00022168325107573103; 0.019701324073243185
410; 0.0008354996098710356; -0.00040357955968657903; 0.03707839777333016
415; 0.0013830041198405404; -0.0006949432913566627; 0.06637970750799349
420; 0.002120550025796558; -0.0011007835471102245; 0.11541700993481926
425; 0.0026460175027076815; -0.0014167067857117042; 0.1857523871362193
430; 0.0021858749452186993; -0.0011903219610547404; 0.24769852042384896
435; 0.0003563647874321729; -0.00020537962736416615; 0.29011846969320565
440; -0.0026235483726598507; 0.0014955794016965722; 0.31228510344038685
445; -0.006738457493605604; 0.003790415703994996; 0.3186149675181414
450; -0.012133540887606598; 0.006776845538136955; 0.3167096345905238
455; -0.018723092380444895; 0.010456649143174197; 0.3116654651601699
460; -0.026097879096065965; 0.014852947161369645; 0.2982321156852386
465; -0.0332283445010747; 0.019764820752611836; 0.2729598068610846
470; -0.03934506282087276; 0.025381077147935; 0.22991903033183897
475; -0.044706937719050224; 0.031834337545133706; 0.18592595921671579
480; -0.049375624258017614; 0.03914305077128353; 0.14492560473665367
485; -0.05365406104604768; 0.04713237569839532; 0.10967433357880405
490; -0.05814268062964707; 0.05689929503588651; 0.08257970873701122
495; -0.0641438129051337; 0.06948805460898774; 0.06245315197364658
500; -0.07172805181288176; 0.08536107380921268; 0.047759827537280676
505; -0.08120407507409645; 0.10593122774169954; 0.03688022093190201
510; -0.08901912917996999; 0.128610073975741; 0.02698035682852786
515; -0.09357279850113467; 0.15263031644112968; 0.01842550084402899
